column,count,mean,std,min,25%,50%,75%,max
P_DR2TOT_DR2TM221,10627.0,0.027047708666603932,0.10214282671754417,0.0,0.002,0.008,0.0249999999999999,6.104
P_DR2TOT_DR2TP182,10627.0,15.193751576173897,10.958398126470257,0.0,7.9025,12.824000000000002,19.5775,311.6170000000001
P_DR2TOT_DR2TP183,10627.0,1.5451089677237226,1.3192590103977533,0.0,0.728,1.225,1.973,44.59900000000001
P_DR2TOT_DR2TP184,10627.0,0.008260468617671967,0.03350752859163723,0.0,0.0,0.001,0.003,1.258
P_DR2TOT_DR2TP204,10627.0,0.13118302437188292,0.11660676193919915,0.0,0.052,0.1,0.175,1.388
P_DR2TOT_DR2TP205,10627.0,0.030786487249458927,0.13658438916714144,0.0,0.003,0.007,0.013,4.263
P_DR2TOT_DR2TP225,10627.0,0.024956243530629522,0.056561510462214,0.0,0.007,0.015,0.026,1.3799999999999997
P_DR2TOT_DR2TP226,10627.0,0.05590693516514538,0.20942986091763413,0.0,0.001,0.006,0.032,6.934
P_DR2TOT_DR2_300,10936.0,2.1207937088514996,0.6616706841386115,1.0,2.0,2.0,2.0,9.0
P_DR2TOT_DR2_320Z,10830.0,872.9474210526316,981.5088396887504,0.0,195.0,570.0,1200.0,12168.0
P_DR2TOT_DR2_330Z,10830.0,419.5442225300092,825.035662864269,0.0,0.0,0.0,510.0,11835.0
P_DR2TOT_DR2BWATZ,10830.0,453.4031985226223,772.8286388200563,0.0,0.0,0.0,600.0,12168.0
P_DR2TOT_DR2TWSZ,10936.0,13.149049012435992,30.168523842384637,1.0,1.0,1.0,4.0,99.0
P_DS1TOT_WTDRD1PP,14300.0,22540.151887412238,33503.73395217286,0.0,5628.9243255,12283.801299499999,26103.79862775,538404.429708
P_DS1TOT_WTDR2DPP,12634.0,25512.4403981344,41427.04352146708,0.0,4904.4318275,12637.919381,29399.734028,702943.597734
P_DS1TOT_DR1DRSTZ,14300.0,1.4748251748251748,1.2574677153327463,1.0,1.0,1.0,1.0,5.0
P_DS1TOT_DR1EXMER,12834.0,73.05243883434626,21.416199585007703,14.0,73.0,81.0,86.0,94.0
P_DS1TOT_DRDINT,12634.0,1.8572107012822543,0.349871696254787,1.0,2.0,2.0,2.0,2.0
P_DS1TOT_DR1DBIH,12170.0,12.103451109285128,12.920487810592034,-42.0,3.0,9.0,19.0,91.0
P_DS1TOT_DR1DAY,12834.0,4.548776686925354,2.1909180753943667,1.0,3.0,5.0,6.0,7.0
P_DS1TOT_DR1LANG,12848.0,1.1328611457036115,0.4851821615848852,1.0,1.0,1.0,1.0,6.0
P_DS1TOT_DR1MRESP,12623.0,1.3155351342786976,1.1199004938653623,1.0,1.0,1.0,1.0,77.0
P_DS1TOT_DR1HELP,12611.0,10.734358893029894,3.249572683329336,1.0,12.0,12.0,12.0,12.0
P_DS1TOT_DS1DSCNT,12586.0,0.7515493405371048,1.5705902260465183,0.0,0.0,0.0,1.0,19.0
P_DS1TOT_DS1DS,12586.0,1.6701890989988877,0.47016298663802203,1.0,1.0,2.0,2.0,2.0
P_DS1TOT_DS1ANCNT,12626.0,0.022572469507365755,0.15065976256016167,0.0,0.0,0.0,0.0,2.0
P_DS1TOT_DS1AN,12626.0,1.9777443370822112,0.1475197341979477,1.0,2.0,2.0,2.0,2.0
P_DS1TOT_DS1TKCAL,1848.0,20.320703463203465,29.603976876986223,0.45,10.0,15.0,20.0,560.0
P_DS1TOT_DS1TPROT,238.0,3.0060504201680676,8.50515988518457,0.05,0.5,0.995,1.0,96.0
P_DS1TOT_DS1TCARB,1458.0,3.6321915637860083,5.470613866196149,0.0003,1.01925,3.0,4.0,76.0
P_DS1TOT_DS1TSUGR,915.0,3.0499890710382513,3.3423421241928555,0.1,1.5,2.0,3.0,36.0
P_DS1TOT_DS1TFIBE,199.0,4.021306532663317,4.805645281039723,0.01,1.0,3.0,5.0,27.0
P_DS1TOT_DS1TTFAT,820.0,1.61,2.0452169401098605,0.17,1.0,1.0,1.9849999999999999,30.0
P_DS1TOT_DS1TSFAT,120.0,1.4919266666666666,3.6439467032910584,0.0002,0.25,0.5,1.0,30.0
P_DS1TOT_DS1TMFAT,78.0,0.6788461538461539,0.7951851548975438,0.17,0.25,0.5,0.9375,6.0
P_DS1TOT_DS1TPFAT,217.0,0.8725806451612903,1.2115584447289454,0.25,0.5,0.5,1.0,12.0
P_DS1TOT_DS1TCHOL,463.0,12.24622030237581,19.786738031235195,1.0,5.0,10.0,10.0,240.0
P_DS1TOT_DS1TLYCO,597.0,691.2378559463987,2818.0717788431057,99.0,300.0,300.0,600.0,60000.0
P_DS1TOT_DS1TLZ,705.0,2238.1886524822694,6168.152618664974,3.0,250.0,250.0,750.0,71000.0
P_DS1TOT_DS1TVB1,1682.0,12.50746730083234,29.675392023315982,0.01,1.5,1.5,3.875,251.5
P_DS1TOT_DS1TVB2,1674.0,7.9672461170848266,20.243420954310363,0.04,1.7,1.7,3.4,401.7
P_DS1TOT_DS1TNIAC,1845.0,32.382720867208675,82.14627810944859,0.3,16.0,20.0,20.0,1520.0
P_DS1TOT_DS1TVB6,2331.0,8.525233805233805,25.42718782115949,0.03,2.0,2.0,5.0,500.0
P_DS1TOT_DS1TVB12,2495.0,290.04490581162327,840.1786492268984,0.34,6.0,12.0,50.0,10165.0
P_DS1TOT_DS1TFA,2284.0,488.29115586690017,488.15493642301874,4.0,200.0,400.0,667.0,11500.0
P_DS1TOT_DS1TFDFE,2284.0,830.1133975481612,829.8715519009149,7.0,340.0,680.0,1134.0,19550.0
P_DS1TOT_DS1TCHL,451.0,17.336361419068737,73.94724380094036,0.005,0.04,1.04,11.5,1010.0
P_DS1TOT_DS1TVC,2605.0,229.46949712092132,450.3039298680607,2.0,45.0,60.0,210.0,10552.0
P_DS1TOT_DS1TVK,1248.0,43.89479166666666,143.36373605229514,5.0,25.0,30.0,50.0,5000.0
P_DS1TOT_DS1TVD,2952.0,48.436304200542004,131.79298594442557,0.35,15.0,25.0,50.0,2570.0
P_DS1TOT_DS1TCALC,2129.0,400.89760450915924,385.0052116614489,2.0,200.0,220.0,600.0,4202.0
P_DS1TOT_DS1TPHOS,798.0,42.29824561403509,61.63413540283944,2.0,20.0,20.0,40.0,1200.0
P_DS1TOT_DS1TMAGN,1390.0,148.65460431654677,193.3920590388942,0.1,50.0,80.0,140.0,2100.0
P_DS1TOT_DS1TIRON,1091.0,28.010366636113655,30.944433215384972,0.08,10.0,18.0,28.0,400.0
P_DS1TOT_DS1TZINC,2115.0,13.591661943262412,15.116969593266639,1e-05,4.0,11.0,15.0,120.0
P_DS1TOT_DS1TCOPP,1362.0,1.1886806167400883,0.8542014192849923,0.004,0.5,0.9,2.0,8.8
P_DS1TOT_DS1TSODI,666.0,33.8978978978979,91.52933756273055,2.0,5.0,10.0,27.75,1820.0
P_DS1TOT_DS1TPOTA,970.0,116.447,187.94209537021396,0.01,80.0,80.0,99.0,2340.0
P_DS1TOT_DS1TSELE,1305.0,58.08659003831418,53.670512743341696,1.0,20.0,55.0,70.0,470.0
P_DS1TOT_DS1TCAFF,22.0,278.04545454545456,250.30885251029704,20.0,127.5,200.0,401.25,1200.0
P_DS1TOT_DS1TIODI,1757.0,131.48458167330676,423.20701558199147,0.15,45.0,150.0,150.0,12500.0
P_DS2TOT_WTDRD1PP,14300.0,22540.151887412238,33503.73395217286,0.0,5628.9243255,12283.801299499999,26103.79862775,538404.429708
P_DS2TOT_WTDR2DPP,12634.0,25512.4403981344,41427.04352146708,0.0,4904.4318275,12637.919381,29399.734028,702943.597734
P_DS2TOT_DR2DRSTZ,14300.0,1.990979020979021,1.7079975096443227,1.0,1.0,1.0,2.0,5.0
P_DS2TOT_DR2EXMER,10936.0,73.00676664228237,16.917231738671802,32.0,53.0,79.0,87.0,91.0
P_DS2TOT_DRDINT,12634.0,1.8572107012822543,0.349871696254787,1.0,2.0,2.0,2.0,2.0
P_DS2TOT_DR2DBIH,10425.0,20.676258992805757,17.11242893092703,-38.0,9.0,17.0,28.0,163.0
P_DS2TOT_DR2DAY,10936.0,3.413313825896123,1.7648144004494701,1.0,2.0,3.0,5.0,7.0
P_DS2TOT_DR2LANG,10989.0,1.0994630994630994,0.3717214198899513,1.0,1.0,1.0,1.0,5.0
P_DS2TOT_DR2MRESP,10830.0,1.3904893813481072,1.4056867868471832,1.0,1.0,1.0,1.0,99.0
P_DS2TOT_DR2HELP,10830.0,11.310064635272392,2.4551156486704135,1.0,12.0,12.0,12.0,12.0
P_DS2TOT_DS2DSCNT,10816.0,0.8320081360946746,1.6455085701092502,0.0,0.0,0.0,1.0,18.0
P_DS2TOT_DS2DS,10816.0,1.6349852071005917,0.4814565661784652,1.0,1.0,2.0,2.0,2.0
P_DS2TOT_DS2ANCNT,10820.0,0.017375231053604435,0.1327760911949287,0.0,0.0,0.0,0.0,2.0
P_DS2TOT_DS2AN,10820.0,1.982902033271719,0.12964250694048132,1.0,2.0,2.0,2.0,2.0
P_DS2TOT_DS2TKCAL,1765.0,20.395314447592067,29.090374205233278,1.0,10.0,15.0,20.0,440.0
P_DS2TOT_DS2TPROT,237.0,2.941181434599156,7.839203432919993,0.05,0.5,0.67,1.0,60.0
P_DS2TOT_DS2TCARB,1402.0,3.558465049928673,5.038651778079883,0.002,1.0,3.0,4.0,70.0
P_DS2TOT_DS2TSUGR,886.0,3.065124153498872,2.9651252269823574,0.2,1.5,2.59,3.0,36.0
P_DS2TOT_DS2TFIBE,179.0,4.0334078212290505,4.395308032838426,0.01,1.13,3.0,5.0,27.0
P_DS2TOT_DS2TTFAT,777.0,1.6850836550836552,2.2977088037562003,0.17,1.0,1.0,2.0,30.0
P_DS2TOT_DS2TSFAT,130.0,1.1655384615384616,2.262966106525778,0.05,0.25,0.5,1.0,15.0
P_DS2TOT_DS2TMFAT,79.0,0.6584810126582278,0.8128283772043791,0.17,0.25,0.5,0.71,6.0
P_DS2TOT_DS2TPFAT,219.0,0.9813698630136986,1.4744151212361436,0.25,0.5,0.5,1.0,12.0
P_DS2TOT_DS2TCHOL,453.0,12.443708609271523,20.145588164632283,1.0,5.0,10.0,10.0,250.0
P_DS2TOT_DS2TLYCO,617.0,681.1507293354944,2622.977864606893,100.0,300.0,300.0,600.0,60000.0
P_DS2TOT_DS2TLZ,706.0,1766.9773371104816,4841.2658120904025,50.0,250.0,250.0,500.0,48000.0
P_DS2TOT_DS2TVB1,1663.0,11.696554419723393,28.922042965325165,0.02,1.5,1.5,3.76,251.5
P_DS2TOT_DS2TVB2,1659.0,7.4229776974080774,19.340025411702868,0.06,1.7,1.7,3.4,401.7
P_DS2TOT_DS2TNIAC,1841.0,32.921276480173816,85.26446368664966,0.3,16.0,20.0,20.0,1520.0
P_DS2TOT_DS2TVB6,2319.0,7.785291073738681,21.916412412538318,0.03,2.0,2.01,5.0,500.0
P_DS2TOT_DS2TVB12,2479.0,298.3751230334812,947.5248759874656,0.34,6.0,12.0,50.0,20120.0
P_DS2TOT_DS2TFA,2260.0,492.3053097345133,466.5462837216542,4.0,200.0,400.0,667.0,10000.0
P_DS2TOT_DS2TFDFE,2260.0,836.9358407079646,793.1364391513874,7.0,340.0,680.0,1134.0,17000.0
P_DS2TOT_DS2TCHL,453.0,16.496399558498894,82.48236175298977,0.005,0.04,0.06,10.0,1000.0
P_DS2TOT_DS2TVC,2569.0,226.1109381082133,458.98432303714037,2.0,45.0,60.0,200.0,10552.0
P_DS2TOT_DS2TVK,1274.0,44.00392464678179,142.30472757874927,4.0,25.0,30.0,50.0,5000.0
P_DS2TOT_DS2TVD,2894.0,44.12985832757429,99.24002698845096,0.01,15.0,25.0,50.0,2575.0
P_DS2TOT_DS2TCALC,2040.0,402.5240196078431,399.7578992837361,1.0,200.0,220.0,600.0,3600.0
P_DS2TOT_DS2TPHOS,792.0,44.371212121212125,53.455687943354654,6.0,20.0,20.0,46.0,600.0
P_DS2TOT_DS2TMAGN,1385.0,146.4994223826715,182.70626169688268,0.1,50.0,85.0,140.0,2000.0
P_DS2TOT_DS2TIRON,1069.0,27.46955098222638,28.856528078054534,0.08,10.0,18.0,28.0,202.5
P_DS2TOT_DS2TZINC,2106.0,13.319126305792974,14.539990753531484,0.02,4.0,11.0,15.0,120.0
P_DS2TOT_DS2TCOPP,1383.0,1.2170817064352855,0.8890240001087153,0.004,0.5,0.9,2.0,8.8
P_DS2TOT_DS2TSODI,631.0,32.635499207606976,70.60511880379502,2.0,6.0,10.0,30.0,910.0
P_DS2TOT_DS2TPOTA,962.0,114.83896049896049,163.4359558967245,0.01,80.0,80.0,99.0,2340.0
P_DS2TOT_DS2TSELE,1306.0,58.92075038284839,53.64358815305458,1.0,20.0,55.0,70.0,452.5
P_DS2TOT_DS2TCAFF,21.0,278.14285714285717,249.92424566541874,20.0,135.0,200.0,300.0,1200.0
P_DS2TOT_DS2TIODI,1759.0,126.85105173393974,310.49104836109814,4.0,45.0,150.0,150.0,12500.0
P_DSQTOT_DSDCOUNT,15560.0,1.0474293059125963,3.0077240280315505,0.0,0.0,0.0,1.0,99.0
P_DSQTOT_DSDANCNT,15560.0,0.1308483290488432,1.7656518260181975,0.0,0.0,0.0,0.0,99.0
P_DSQTOT_DSD010,15560.0,1.5522493573264782,0.5311506760944575,1.0,1.0,2.0,2.0,9.0
P_DSQTOT_DSD010AN,15560.0,1.907712082262211,0.31679375720236697,1.0,2.0,2.0,2.0,9.0
P_DSQTOT_DSQTKCAL,3198.0,15.32695434646654,35.19319305209704,0.1,5.0,10.0,15.0,1270.0
P_DSQTOT_DSQTPROT,380.0,2.926621052631579,8.452822778961902,0.002,0.33225000000000005,0.5,1.0,67.0
P_DSQTOT_DSQTCARB,2686.0,2.591288793745346,6.574693003063579,0.0005,0.7,1.5,3.0,254.5
P_DSQTOT_DSQTSUGR,1820.0,1.9283736263736262,2.1997583437088926,0.02,0.7,1.5,2.67,24.0
P_DSQTOT_DSQTFIBE,296.0,2.5920472972972974,3.783172875765113,0.003,0.5,1.21,3.0,26.0
P_DSQTOT_DSQTTFAT,1222.0,1.321847790507365,1.6070623643234088,0.004,0.5,1.0,1.5,27.0
P_DSQTOT_DSQTSFAT,222.0,0.7510941441441441,1.3080835396516668,0.0001,0.2,0.46835,1.0,15.0
P_DSQTOT_DSQTMFAT,141.0,0.5346808510638298,0.629476600258942,0.01,0.25,0.33,0.63,6.0
P_DSQTOT_DSQTPFAT,361.0,0.7616620498614958,1.031665593389429,0.01,0.25,0.5,1.0,12.0
P_DSQTOT_DSQTCHOL,718.0,11.227103064066855,22.53036637894021,0.1,3.5,5.33,10.0,250.0
P_DSQTOT_DSQTLYCO,945.0,641.7661375661376,3528.829789847699,8.0,300.0,300.0,400.0,100000.0
P_DSQTOT_DSQTLZ,1135.0,1687.9753303964758,4717.447396198355,2.0,150.0,250.0,480.0,48000.0
P_DSQTOT_DSQTVB1,2764.0,9.110448625180897,24.696074886092298,0.001,0.75,1.5,2.61675,251.5
P_DSQTOT_DSQTVB2,2761.0,5.771894603404564,16.324652570113084,0.001,0.85,1.7,2.6,401.7
P_DSQTOT_DSQTNIAC,3021.0,24.084011916583908,64.16827344680658,0.1,8.0,16.7,20.0,1520.0
P_DSQTOT_DSQTVB6,4026.0,5.916440635866866,19.673176684718598,0.01,1.0,2.0,3.0,500.0
P_DSQTOT_DSQTFA,3902.0,358.7801127626858,425.74773926233354,1.0,133.0,300.0,400.0,16000.0
P_DSQTOT_DSQTFDFE,3902.0,609.9190158892875,723.77684078368,2.0,226.0,510.0,680.0,27200.0
P_DSQTOT_DSQTCHL,811.0,10.136924414303328,39.46034458119177,0.0003,0.028650000000000002,0.06,8.0,666.6667
P_DSQTOT_DSQTVB12,4291.0,219.67265439291543,727.0547546853692,0.02,3.0,6.2,33.33,10002.0
P_DSQTOT_DSQTVC,4576.0,181.48386145104897,586.9040479934064,0.33,20.0,60.0,130.0,30000.0
P_DSQTOT_DSQTVK,2076.0,37.95934489402698,172.36895268574395,0.1,17.5,25.0,40.0,7000.0
P_DSQTOT_DSQTVD,4952.0,35.26002362681744,82.09119481589903,0.004,8.333,17.5,35.0,2570.0
P_DSQTOT_DSQTCALC,4060.0,267.3318177339902,349.6316318037742,0.18,43.832499999999996,150.0,310.0,3750.0
P_DSQTOT_DSQTPHOS,1306.0,35.876393568147016,72.29128069346724,0.67,16.67,20.0,25.0,1403.0
P_DSQTOT_DSQTMAGN,2375.0,106.81539789473683,168.50589464814183,0.08,26.585,50.0,110.0,3390.0
P_DSQTOT_DSQTIRON,1773.0,19.9421269035533,25.761938017966813,0.002,5.75,15.0,18.0,260.0
P_DSQTOT_DSQTZINC,3708.0,10.104193878101404,15.12887287053646,0.0001,2.120025,7.0,12.0,450.0
P_DSQTOT_DSQTCOPP,2222.0,0.9727694419441945,0.8276912234768403,0.0002,0.4667,0.5,1.6667,7.05
P_DSQTOT_DSQTSODI,1309.0,24.082475171886937,92.43155758257593,0.01,2.3,6.67,15.0,1820.0
P_DSQTOT_DSQTPOTA,1440.0,89.03699027777778,224.32517240907657,0.01,30.0,80.0,80.0,6750.0
P_DSQTOT_DSQTSELE,2129.0,47.004913104744006,66.59040033609546,0.02,18.0,26.67,55.0,2100.0
P_DSQTOT_DSQTCAFF,32.0,156.0,220.69421261979429,2.0,52.25,98.5,169.75,1200.0
P_DSQTOT_DSQTIODI,3059.0,96.95008499509643,274.25531603246526,0.4,30.0,75.0,150.0,12500.0
